nest,year,clutch_size,brood_size,num_fledged,incubation_start,julian_incubation,nest_age,sunset,sex,t0,t16,t31,t46,t61,t76,t91,t106,t121,t136,t151,t166,t181,t196,t211,t226,t241,t256,t271,t286,t301,t316,t331,t346,t361,t376,t391,t406,t421,t436,t451,t466,t481,t496,t511,t526,Comments,obs_date,obs_time,start_time,stop_time,weater,fledge_date,fledge_accuracy
B10_2004,2004,2,2,2,?,,,2024,M,,0,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F captured at 2130,7/15/2004,2040-2130,20:40,21:30,Breezy,~7/29/2004,not accurate
B10_2004,2004,2,2,2,?,,,2024,F,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F captured at 2130,7/15/2004,2040-2130,20:40,21:30,Breezy,~7/29/2004,not accurate
B10_2004,2004,2,2,2,?,,,2024,Unk,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F captured at 2130,7/15/2004,2040-2130,20:40,21:30,Breezy,~7/29/2004,not accurate
B10_2004,2004,2,2,2,?,,,2024,Total,,0,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F captured at 2130,7/15/2004,2040-2130,20:40,21:30,Breezy,~7/29/2004,not accurate
A11_2004,2004,3,3,3,5/30/2004,151,46,2025,M,0,0,1,1,3,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fledge Watch,7/14/2004,2031-2217,20:31,22:17,no observations,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,46,2025,F,0,0,2,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fledge Watch,7/14/2004,2031-2217,20:31,22:17,no observations,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,46,2025,Unk,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fledge Watch,7/14/2004,2031-2217,20:31,22:17,no observations,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,46,2025,Total,0,0,3,5,3,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fledge Watch,7/14/2004,2031-2217,20:31,22:17,no observations,7/14/2004,w/in 1 day
CS2_2004,2004,-,3,3,6/3/2004,155,41,2025,M,,,4,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,7/13/2004,2055-2229,20:55,22:29,breezy,7/17/2004,w/in 1 day
CS2_2004,2004,-,3,3,6/3/2004,155,41,2025,F,,,0,2,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,7/13/2004,2055-2229,20:55,22:29,breezy,7/17/2004,w/in 1 day
CS2_2004,2004,-,3,3,6/3/2004,155,41,2025,Unk,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,7/13/2004,2055-2229,20:55,22:29,breezy,7/17/2004,w/in 1 day
CS2_2004,2004,-,3,3,6/3/2004,155,41,2025,Total,,,4,4,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,7/13/2004,2055-2229,20:55,22:29,breezy,7/17/2004,w/in 1 day
CS1_2004,2004,3,3,1,6/15/2004,167,8,2029,M,,,,,,,,,,,,4*,7,6,6*,,,,,,,,,,,,,,,,,,,,,,Apparently Passive,6/22/2004,2317-2411,23:17,24:11:00,normal,7/30/2004,known for eldest
CS1_2004,2004,3,3,1,6/15/2004,167,8,2029,F,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,Apparently Passive,6/22/2004,2317-2411,23:17,24:11:00,normal,7/30/2004,known for eldest
CS1_2004,2004,3,3,1,6/15/2004,167,8,2029,Unk,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,Apparently Passive,6/22/2004,2317-2411,23:17,24:11:00,normal,7/30/2004,known for eldest
CS1_2004,2004,3,3,1,6/15/2004,167,8,2029,Total,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,Apparently Passive,6/22/2004,2317-2411,23:17,24:11:00,normal,7/30/2004,known for eldest
B13_2004,2004,3,≥2,≥2,5/29/2004,150,24,2029,M,,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,M captured at 2232,6/21/2004,2144-2232,21:44,22:32,"rained earlier, currently normal",7/9/2004,known for 1 otherwise innacurate
B13_2004,2004,3,≥2,≥2,5/29/2004,150,24,2029,F,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,M captured at 2232,6/21/2004,2144-2232,21:44,22:32,"rained earlier, currently normal",7/9/2004,known for 1 otherwise innacurate
B13_2004,2004,3,≥2,≥2,5/29/2004,150,24,2029,Unk,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,M captured at 2232,6/21/2004,2144-2232,21:44,22:32,"rained earlier, currently normal",7/9/2004,known for 1 otherwise innacurate
B13_2004,2004,3,≥2,≥2,5/29/2004,150,24,2029,Total,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,M captured at 2232,6/21/2004,2144-2232,21:44,22:32,"rained earlier, currently normal",7/9/2004,known for 1 otherwise innacurate
A11_2004,2004,3,3,3,5/30/2004,151,19,2028,M,,,1,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2056-2156,20:56,21:56,light rain,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,19,2028,F,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2056-2156,20:56,21:56,light rain,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,19,2028,Unk,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2056-2156,20:56,21:56,light rain,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,19,2028,Total,,,1,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2056-2156,20:56,21:56,light rain,7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,18,2028,M,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2134-2205,21:34,22:05,"slight breeze, wet",7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,18,2028,F,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2134-2205,21:34,22:05,"slight breeze, wet",7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,18,2028,Unk,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2134-2205,21:34,22:05,"slight breeze, wet",7/14/2004,w/in 1 day
A11_2004,2004,3,3,3,5/30/2004,151,18,2028,Total,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2134-2205,21:34,22:05,"slight breeze, wet",7/14/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,M,,,,,,1,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2144-2246,21:44,22:46,dry and calm,7/16/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,F,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2144-2246,21:44,22:46,dry and calm,7/16/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,Unk,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2144-2246,21:44,22:46,dry and calm,7/16/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,Total,,,,,,0,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2144-2246,21:44,22:46,dry and calm,7/16/2004,w/in 1 day
B6_2004,2004,3,3,3,5/30/2004,151,2,2019,M,,0,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passive, pre-incubation?",5/31/2004,2040-2143,20:40,21:43,slight breeze,7/14/2004,"known for 2nd, 1st prbly day before"
B6_2004,2004,3,3,3,5/30/2004,151,2,2019,F,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passive, pre-incubation?",5/31/2004,2040-2143,20:40,21:43,slight breeze,7/14/2004,"known for 2nd, 1st prbly day before"
B6_2004,2004,3,3,3,5/30/2004,151,2,2019,Unk,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passive, pre-incubation?",5/31/2004,2040-2143,20:40,21:43,slight breeze,7/14/2004,"known for 2nd, 1st prbly day before"
B6_2004,2004,3,3,3,5/30/2004,151,2,2019,Total,,0,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passive, pre-incubation?",5/31/2004,2040-2143,20:40,21:43,slight breeze,7/14/2004,"known for 2nd, 1st prbly day before"
B7_2004,2004,3,3,3,5/26/2004,147,6,2019,M,,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,5/31/2004,2036-2146,20:36,21:46,breezy,7/10/2004,w/in 1 day
B7_2004,2004,3,3,3,5/26/2004,147,6,2019,F,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,5/31/2004,2036-2146,20:36,21:46,breezy,7/10/2004,w/in 1 day
B7_2004,2004,3,3,3,5/26/2004,147,6,2019,Unk,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,5/31/2004,2036-2146,20:36,21:46,breezy,7/10/2004,w/in 1 day
B7_2004,2004,3,3,3,5/26/2004,147,6,2019,Total,,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,5/31/2004,2036-2146,20:36,21:46,breezy,7/10/2004,w/in 1 day
B13_2004,2004,3,≥2,≥2,5/29/2004,150,3,2019,M,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F not present, can't know if prey deliveries were occuring off cavity",5/31/2004,2043-2114,20:43,21:14,<5mph,7/9/2004,known for 1 otherwise innacurate
B13_2004,2004,3,≥2,≥2,5/29/2004,150,3,2019,F,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F not present, can't know if prey deliveries were occuring off cavity",5/31/2004,2043-2114,20:43,21:14,<5mph,7/9/2004,known for 1 otherwise innacurate
B13_2004,2004,3,≥2,≥2,5/29/2004,150,3,2019,Unk,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F not present, can't know if prey deliveries were occuring off cavity",5/31/2004,2043-2114,20:43,21:14,<5mph,7/9/2004,known for 1 otherwise innacurate
B13_2004,2004,3,≥2,≥2,5/29/2004,150,3,2019,Total,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F not present, can't know if prey deliveries were occuring off cavity",5/31/2004,2043-2114,20:43,21:14,<5mph,7/9/2004,known for 1 otherwise innacurate
A13_2004,2004,3,2,2,5/28/2004,149,6,2021,M,0,0,1,1,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/2/2004,2028-2145,20:28,21:45,<5mph written as calm,7/11/2004,2nd fledge known
A13_2004,2004,3,2,2,5/28/2004,149,6,2021,F,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/2/2004,2028-2145,20:28,21:45,<5mph written as calm,7/11/2004,2nd fledge known
A13_2004,2004,3,2,2,5/28/2004,149,6,2021,Unk,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/2/2004,2028-2145,20:28,21:45,<5mph written as calm,7/11/2004,2nd fledge known
A13_2004,2004,3,2,2,5/28/2004,149,6,2021,Total,0,0,1,1,8,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/2/2004,2028-2145,20:28,21:45,<5mph written as calm,7/11/2004,2nd fledge known
B7_2004,2004,3,3,3,5/26/2004,147,13,2024,M,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/7/2004,2113-2140,21:13,21:40,breeze on ridge tops,7/10/2004,w/in 1 day
B7_2004,2004,3,3,3,5/26/2004,147,13,2024,F,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/7/2004,2113-2140,21:13,21:40,breeze on ridge tops,7/10/2004,w/in 1 day
B7_2004,2004,3,3,3,5/26/2004,147,13,2024,Unk,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/7/2004,2113-2140,21:13,21:40,breeze on ridge tops,7/10/2004,w/in 1 day
B7_2004,2004,3,3,3,5/26/2004,147,13,2024,Total,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/7/2004,2113-2140,21:13,21:40,breeze on ridge tops,7/10/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,11,2024,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Unreliable,6/7/2004,2127-2155,21:27,21:55,wind,7/12/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,11,2024,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Unreliable,6/7/2004,2127-2155,21:27,21:55,wind,7/12/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,11,2024,Unk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Unreliable,6/7/2004,2127-2155,21:27,21:55,wind,7/12/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,11,2024,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Unreliable,6/7/2004,2127-2155,21:27,21:55,wind,7/12/2004,w/in 1 day
B5_2004,2004,3,2,≥1,,,,2024,M,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attempted Capture,6/8/2004,2111-2132,21:11,21:32,>10 mph,,not accurate
B5_2004,2004,3,2,≥1,,,,2024,F,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attempted Capture,6/8/2004,2111-2132,21:11,21:32,>10 mph,,not accurate
B5_2004,2004,3,2,≥1,,,,2024,Unk,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attempted Capture,6/8/2004,2111-2132,21:11,21:32,>10 mph,,not accurate
B5_2004,2004,3,2,≥1,,,,2024,Total,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attempted Capture,6/8/2004,2111-2132,21:11,21:32,>10 mph,,not accurate
A2_2004,2004,,,,,,,2024,M,,,,,,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,No A2_2004 in Field Notes….,6/8/2004,2147-2259,21:47,22:59,normal,,find real nest
A2_2004,2004,,,,,,,2024,F,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,No A2_2004 in Field Notes….,,,0:00,0:00,,,find real nest
A2_2004,2004,,,,,,,2024,Unk,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,No A2_2004 in Field Notes….,,,0:00,0:00,,,find real nest
A2_2004,2004,,,,,,,2024,Total,,,,,,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,No A2_2004 in Field Notes….,,,0:00,0:00,,,find real nest
B1_2004,2004,3,≥2,≥2,5/25/2004,146,15,2024,M,,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/8/2004,2042-2134,20:42,21:34,>5mph,7/9/2004,w/in 1 day
B1_2004,2004,3,≥2,≥2,5/25/2004,146,15,2024,F,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/8/2004,2042-2134,20:42,21:34,>5mph,7/9/2004,w/in 1 day
B1_2004,2004,3,≥2,≥2,5/25/2004,146,15,,Unk,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/8/2004,2042-2134,20:42,21:34,>5mph,7/9/2004,w/in 1 day
B1_2004,2004,3,≥2,≥2,5/25/2004,146,15,,Total,,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/8/2004,2042-2134,20:42,21:34,>5mph,7/9/2004,w/in 1 day
A8_2004,2004,3,3,3,6/3/2004,155,7,2025,M,0,0,0,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2034-2150,20:34,21:50,"""light breeze 5-10mph""",7/16/2004,w/in 1 day
A8_2004,2004,3,3,3,6/3/2004,155,7,2025,F,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2034-2150,20:34,21:50,"""light breeze 5-10mph""",7/16/2004,w/in 1 day
A8_2004,2004,3,3,3,6/3/2004,155,7,2025,Unk,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2034-2150,20:34,21:50,"""light breeze 5-10mph""",7/16/2004,w/in 1 day
A8_2004,2004,3,3,3,6/3/2004,155,7,2025,Total,0,0,0,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2034-2150,20:34,21:50,"""light breeze 5-10mph""",7/16/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,12,2025,M,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2030-2200,20:30,22:00,"""some breeze""",7/13/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,12,2025,F,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2030-2200,20:30,22:00,"""some breeze""",7/13/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,12,2025,Unk,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2030-2200,20:30,22:00,"""some breeze""",7/13/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,12,2025,Total,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passive,6/9/2004,2030-2200,20:30,22:00,"""some breeze""",7/13/2004,w/in 1 day
A41_2004,2004,4,3,3,5/25/2004,146,17,2025,M,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,"No A27 2004 Capture M at 2347 (last PD), actually A41?",6/10/2004,2312-2347,23:12,23:47,not noted,7/9/2004,w/in 1 day
A41_2004,2004,4,3,3,5/25/2004,146,17,2025,F,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"No A27 2004 Capture M at 2347 (last PD), actually A41?",6/10/2004,2312-2347,23:12,23:47,not noted,7/9/2004,w/in 1 day
A41_2004,2004,4,3,3,5/25/2004,146,17,2025,Unk,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"No A27 2004 Capture M at 2347 (last PD), actually A41?",6/10/2004,2312-2347,23:12,23:47,not noted,7/9/2004,w/in 1 day
A41_2004,2004,4,3,3,5/25/2004,146,17,2025,Total,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,"No A27 2004 Capture M at 2347 (last PD), actually A41?",6/10/2004,2312-2347,23:12,23:47,not noted,7/9/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,13,2025,M,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2137,6/10/2004,2115-2137,21:15,21:37,not noted,7/13/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,13,2025,F,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2137,6/10/2004,2115-2137,21:15,21:37,not noted,7/13/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,13,2025,Unk,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2137,6/10/2004,2115-2137,21:15,21:37,not noted,7/13/2004,w/in 1 day
A4_2004,2004,3,3,3,5/29/2004,150,13,2025,Total,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2137,6/10/2004,2115-2137,21:15,21:37,not noted,7/13/2004,w/in 1 day
B6_2004,2004,3,3,3,5/30/2004,151,16,2027,M,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2210,6/14/2004,2138-2210,21:38,22:10,"""light breeze <5mph""",7/14/2004,"known for 2nd, 1st prbly day before"
B6_2004,2004,3,3,3,5/30/2004,151,16,2027,F,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2210,6/14/2004,2138-2210,21:38,22:10,"""light breeze <5mph""",7/14/2004,"known for 2nd, 1st prbly day before"
B6_2004,2004,3,3,3,5/30/2004,151,16,2027,Unk,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2210,6/14/2004,2138-2210,21:38,22:10,"""light breeze <5mph""",7/14/2004,"known for 2nd, 1st prbly day before"
B6_2004,2004,3,3,3,5/30/2004,151,16,2027,Total,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured at 2210,6/14/2004,2138-2210,21:38,22:10,"""light breeze <5mph""",7/14/2004,"known for 2nd, 1st prbly day before"
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,M,,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2143-2248,21:43,22:48,dry and calm,7/16/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,F,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2143-2248,21:43,22:48,dry and calm,7/16/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,Unk,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2143-2248,21:43,22:48,dry and calm,7/16/2004,w/in 1 day
A29_2004,2004,3,3,3,6/1/2004,153,16,2028,Total,,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/16/2004,2143-2248,21:43,22:48,dry and calm,7/16/2004,w/in 1 day
A18_2004,2004,3,3,3,5/28/2004,149,21,2028,M,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2100-2122,21:00,21:22,raining,7/11/2004,known for second
A18_2004,2004,3,3,3,5/28/2004,149,21,2028,F,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2100-2122,21:00,21:22,raining,7/11/2004,known for second
A18_2004,2004,3,3,3,5/28/2004,149,21,2028,Unk,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2100-2122,21:00,21:22,raining,7/11/2004,known for second
A18_2004,2004,3,3,3,5/28/2004,149,21,2028,Total,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture Attempt,6/17/2004,2100-2122,21:00,21:22,raining,7/11/2004,known for second
B2_2004,2004,-,3,≥2,5/28/2004,149,25,2029,M,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/21/2004,2120-2133,21:20,21:33,"recently rained, currently normal",7/12/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,25,2029,F,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/21/2004,2120-2133,21:20,21:33,"recently rained, currently normal",7/12/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,25,2029,Unk,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/21/2004,2120-2133,21:20,21:33,"recently rained, currently normal",7/12/2004,w/in 1 day
B2_2004,2004,-,3,≥2,5/28/2004,149,25,2029,Total,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/21/2004,2120-2133,21:20,21:33,"recently rained, currently normal",7/12/2004,w/in 1 day
B5_2004,2004,3,2,≥1,,,38162,2029,M,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/23/2004,2122-2141,21:22,21:41,"""breezy, 15mph""",,not accurate
B5_2004,2004,3,2,≥1,,,38162,,F,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/23/2004,2122-2141,21:22,21:41,"""breezy, 15mph""",,not accurate
B5_2004,2004,3,2,≥1,,,38162,,Unk,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/23/2004,2122-2141,21:22,21:41,"""breezy, 15mph""",,not accurate
B5_2004,2004,3,2,≥1,,,38162,,Total,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captured M,6/23/2004,2122-2141,21:22,21:41,"""breezy, 15mph""",,not accurate
B1_2004,2004,3,≥2,≥2,5/25/2004,146,30,2029,M,,,,,,,,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Not in Field Notes,6/23/2004,2224-2301,22:24,23:01,dry and calm,7/9/2004,w/in 1 day
B1_2004,2004,3,≥2,≥2,5/25/2004,146,30,,F,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Not in Field Notes,6/23/2004,2224-2301,22:24,23:01,dry and calm,7/9/2004,w/in 1 day
B1_2004,2004,3,≥2,≥2,5/25/2004,146,30,,Unk,,,,,,,,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,Not in Field Notes,6/23/2004,2224-2301,22:24,23:01,dry and calm,7/9/2004,w/in 1 day
B1_2004,2004,3,≥2,≥2,5/25/2004,146,30,,Total,,,,,,,,1,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,Not in Field Notes,6/23/2004,2224-2301,22:24,23:01,dry and calm,7/9/2004,w/in 1 day
B10_2004,2004,2,2,2,?,,,2029,M,,,,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture M 2357,6/28/2004,2216-2357,22:16,23:57,"""light wind, <5mph""",~7/29/2004,not accurate
B10_2004,2004,2,2,2,?,,,2029,F,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture M 2357,6/28/2004,2216-2357,22:16,23:57,"""light wind, <5mph""",~7/29/2004,not accurate
B10_2004,2004,2,2,2,?,,,2029,Unk,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture M 2357,6/28/2004,2216-2357,22:16,23:57,"""light wind, <5mph""",~7/29/2004,not accurate
B10_2004,2004,2,2,2,?,,,2029,Total,,,,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Capture M 2357,6/28/2004,2216-2357,22:16,23:57,"""light wind, <5mph""",~7/29/2004,not accurate
